qid,lat,lon,sitelinks,iso
Q25212537,31.68612,-7.96228,6,MA
Q25391717,34.06403,-4.97389,10,MA
Q4702240,34.06514,-4.97361,17,MA
Q4837210,31.61761,-7.99067,20,MA
Q4837219,31.61220,-7.98930,7,MA
Q4837238,31.61720,-7.99060,10,MA
Q4886745,31.63192,-7.98716,16,MA
Q5067821,31.51595,-9.76733,8,MA
Q5093840,31.51572,-9.76800,10,MA
Q5221275,35.78181,-5.81778,11,MA
Q5221954,35.78861,-5.81278,7,MA
Q5857219,34.25583,-6.67444,6,MA
Q7681625,30.68000,-6.38806,8,MA
Q7682971,35.76620,-5.82365,12,MA
Q8066334,34.06485,-4.97472,8,MA
Q9163659,34.01283,-6.83764,10,MA
Q9276395,34.06972,-4.97917,10,MA
Q11858823,31.51441,-9.76890,13,MA
Q11907487,34.05417,-4.99000,7,MA
Q11929683,34.06250,-4.99139,8,MA
Q12186211,34.09522,-6.76655,5,MA
Q12192652,34.06519,-4.97319,9,MA
Q12192954,30.98485,-8.22834,14,MA
Q12195501,31.62386,-7.97456,8,MA
Q12195515,33.89140,-5.57241,8,MA
Q12195518,34.05867,-4.99136,9,MA
Q12195531,34.06000,-4.96444,8,MA
Q12195536,34.06261,-4.98563,11,MA
Q12195551,31.63410,-7.99894,8,MA
Q28374611,33.60992,-7.65467,7,MA
Q28499094,34.06917,-4.97417,5,MA
Q29080943,34.06250,-4.97250,23,MA
Q38217997,35.79101,-5.92379,5,MA
Q48815525,34.06609,-4.97098,6,MA
Q48815673,34.06301,-4.96868,8,MA
Q48815677,34.06901,-4.98230,6,MA
Q48815822,34.00766,-6.83486,12,MA
Q48816034,34.26417,-6.65750,6,MA
Q48816370,34.06254,-4.97331,8,MA
Q48816742,34.06486,-4.97781,9,MA
Q48852373,34.06847,-4.97583,11,MA
Q58977891,31.63180,-7.98930,8,MA
Q59955356,31.04622,-6.58124,5,MA
Q57265877,34.06292,-4.96844,5,MA
Q57313472,32.32464,-6.33751,5,MA
Q57451444,33.25673,-8.50274,10,MA
Q58897207,31.63414,-7.97904,8,MA
Q58897216,31.64141,-7.98541,8,MA
Q58897414,34.05403,-4.97000,6,MA
Q58974038,33.25640,-8.50291,7,MA
Q58974467,31.63000,-7.98928,7,MA
Q55322116,32.29744,-9.24422,5,MA
Q67624182,34.06328,-4.98025,5,MA
Q85740372,34.05531,-4.98997,10,MA
Q85755687,34.05944,-4.99167,5,MA
Q85757201,34.06558,-4.97394,11,MA
Q85764284,34.05748,-4.99163,7,MA
Q85786488,34.05692,-4.99406,9,MA
Q85817012,34.03581,-6.81346,5,MA
Q90432220,34.01336,-6.83305,9,MA
Q91339911,34.06518,-4.97507,6,MA
Q91895465,34.06558,-4.97639,8,MA
Q91923911,33.89306,-5.56142,7,MA
Q92061407,31.61642,-7.98269,8,MA
Q92070974,34.02576,-6.83360,9,MA
Q92071098,34.02348,-6.83732,10,MA
Q103843205,35.57145,-5.36766,6,MA
Q6471805,-1.39000,41.59000,8,SO
Q68762539,3.79088,47.27911,9,SO
Q2558479,-26.19778,31.03139,10,SZ
Q621498,7.75491,4.55063,34,NG
Q6450365,11.08667,6.56083,5,NG
Q201345,13.08750,4.89861,6,NG
Q6345759,10.56070,7.43967,6,NG
Q1107175,10.75000,6.50000,12,NG
Q1123956,10.74056,13.57167,35,NG
Q1495137,7.35000,11.52000,17,NG
Q1567395,12.65000,10.59167,8,NG
Q2092047,6.00000,8.50000,7,NG
Q2092142,6.64810,3.99366,10,NG
Q3456596,6.46543,3.39002,8,NG
Q5559489,11.98880,8.52106,6,NG
Q5575409,12.99798,7.59552,8,NG
Q15852212,4.89000,6.51000,6,NG
Q8352506,6.18587,6.90607,8,NG
Q10605835,5.50000,8.58333,8,NG
Q10608106,7.10396,5.10961,6,NG
Q25043923,11.95550,8.49754,8,NG
Q26235283,6.56680,3.33070,8,NG
Q26794364,10.55310,7.44580,5,NG
Q28402045,7.50148,6.68954,6,NG
Q110818482,7.48265,4.55986,5,NG
Q111008534,6.41830,2.89010,9,NG
Q122224092,6.32861,5.61889,12,NG
Q737624,18.12526,-65.43230,51,PR
Q1369267,18.41667,-66.07306,15,PR
Q4868426,18.14068,-67.12716,6,PR
Q102327045,18.34667,-66.75333,43,PR
Q229610,18.36667,31.75000,5,SD
Q2520348,12.95139,24.25889,15,SD
Q806461,18.16668,30.78494,9,SD
Q1107569,19.60080,30.40973,25,SD
Q1226290,12.00000,35.23330,20,SD
Q286426,16.41583,33.32361,15,SD
Q433112,18.22306,30.74389,23,SD
Q499019,18.53680,31.82760,47,SD
Q571215,19.10250,37.33000,31,SD
Q743282,18.53333,31.81667,46,SD
Q1424316,18.48344,31.81914,8,SD
Q1760360,16.26944,33.27500,16,SD
Q1792110,10.71667,25.25000,8,SD
Q2119834,18.40923,31.77100,22,SD
Q2119839,18.56670,31.91670,22,SD
Q26267357,20.93722,37.25528,20,SD
Q12217059,19.73333,37.43333,12,SD
Q65937872,20.93720,37.25530,5,SD
Q38769071,26.12395,-14.48623,6,EH
Q4022264,22.28020,114.15200,18,HK
Q12245,-51.69386,-57.84956,92,FK
Q2663801,18.33333,-64.79306,16,VI
Q856462,42.65750,21.16227,33,XK
Q940447,42.20842,20.74011,6,XK
Q1365953,42.20028,20.76250,13,XK
Q272635,42.66551,21.16545,9,XK
Q513756,42.66700,21.16700,24,XK
Q674536,42.61500,21.41667,9,XK
Q769963,42.35940,20.50920,16,XK
Q3320287,42.78090,20.50050,6,XK
Q3324856,42.65310,20.29380,12,XK
Q3396793,42.80910,20.97710,10,XK
Q3403669,42.20028,20.76250,10,XK
Q3582236,42.63250,20.36000,5,XK
Q1486421,42.66662,21.16705,8,XK
Q1512876,42.59185,21.18604,21,XK
Q2097655,42.20889,20.74139,24,XK
Q26857464,42.65836,20.29728,6,XK
Q3065266,42.19655,20.73629,9,XK
Q3065751,42.82211,20.96784,8,XK
Q3078443,42.20942,20.74558,16,XK
Q3132366,42.20812,20.74333,10,XK
Q15958576,42.20950,20.74760,9,XK
Q16084763,42.57833,20.99747,8,XK
Q16086041,42.82417,21.04972,5,XK
Q27582014,42.65893,21.15107,7,XK
Q16854755,42.66568,21.16627,19,XK
Q16953559,42.21386,20.74161,9,XK
Q16954636,42.21020,20.74088,5,XK
Q16957435,42.66850,21.16811,6,XK
Q19894223,42.65989,20.29324,6,XK
Q22827385,42.93922,20.92149,8,XK
Q24910113,42.65858,20.29688,5,XK
Q25462497,42.29667,20.88944,5,XK
Q25556591,42.88806,20.87069,5,XK
Q25572485,42.77919,20.89456,5,XK
Q25576553,42.82167,20.96431,5,XK
Q25576568,42.93845,20.94685,7,XK
Q27868684,42.43156,21.03956,6,XK
Q27868695,42.66573,21.17290,8,XK
Q4378278,42.20928,20.74205,5,XK
Q4451245,42.20775,20.73831,13,XK
Q4817379,43.05472,20.81000,6,XK
Q5529123,42.20630,20.73090,11,XK
Q6085799,42.20967,20.74067,6,XK
Q7932328,42.86600,21.18320,5,XK
Q8067151,42.44530,20.63610,5,XK
Q8074752,42.37860,20.70420,9,XK
Q12750429,42.42444,21.55389,5,XK
Q12752665,42.22806,21.25610,5,XK
Q12757016,42.67300,21.19500,6,XK
Q13047228,42.35270,20.54110,8,XK
Q111633614,42.02844,20.64561,8,XK
Q65044002,42.61617,21.41995,5,XK
Q104880229,42.59250,21.56361,5,XK
Q2967821,54.07361,-4.65278,13,IM
Q3445970,54.22167,-4.69111,11,IM
Q15267248,54.41500,-4.36833,7,IM
Q5301583,54.14306,-4.46500,5,IM
Q42586328,12.51879,-70.03590,5,AW
Q4785386,12.52095,-70.03820,10,AW
Q2279321,12.61337,-70.05241,12,AW
Q18618761,12.43592,-69.90911,7,AW
Q19285783,12.51902,-70.03674,5,AW
Q19287518,12.52154,-70.03793,5,AW
Q1591410,49.45130,-2.53770,8,GG
Q3405693,49.43306,-2.36083,78,GG
Q53323,36.39929,139.28572,8,JP
Q61094,34.88944,135.80778,37,JP
Q63208,32.74226,129.88368,12,JP
Q29682,33.58575,130.41375,8,JP
Q37580,36.73789,139.50200,34,JP
Q38234,32.74953,129.87964,146,JP
Q38411,35.31250,138.58889,19,JP
Q39231,35.36056,138.72750,146,JP
Q41977,34.40275,132.45903,31,JP
Q701403,35.32608,139.55642,21,JP
Q701620,35.03907,135.77301,22,JP
Q701847,27.82000,128.93222,23,JP
Q701927,36.75895,139.59643,18,JP
Q703904,34.24789,133.00571,6,JP
Q703967,24.31667,123.88333,21,JP
Q704622,31.85864,130.87132,6,JP
Q704686,31.93861,131.42333,8,JP
Q704695,31.75371,130.73787,6,JP
Q704876,36.38610,140.25400,10,JP
Q704898,34.06328,131.57406,7,JP
Q704962,33.83083,130.51417,13,JP
Q704967,35.36078,136.52496,7,JP
Q705035,33.84040,135.77355,15,JP
Q705121,34.88490,135.67300,6,JP
Q705154,34.26289,135.52185,10,JP
Q705297,34.73589,135.33415,9,JP
Q705303,35.27444,136.01111,6,JP
Q705542,34.52910,135.85305,14,JP
Q705909,24.34111,124.15972,5,JP
Q705916,35.30732,136.80197,7,JP
Q705949,34.61251,135.49293,18,JP
Q706499,35.96878,140.63154,16,JP
Q707668,34.99146,135.77033,17,JP
Q708550,35.71536,139.77058,13,JP
Q708859,34.59788,135.85167,10,JP
Q709822,34.99140,135.77300,9,JP
Q710098,34.87972,135.70000,17,JP
Q710302,34.99997,135.68501,8,JP
Q710333,34.48802,135.78758,10,JP
Q710359,33.66857,135.89049,14,JP
Q710786,33.52143,130.53500,15,JP
Q711685,33.53032,129.86926,10,JP
Q712162,34.96474,138.46764,10,JP
Q712617,33.95972,130.94847,10,JP
Q712824,34.67069,133.85083,9,JP
Q713177,35.02535,135.78463,13,JP
Q714559,34.68134,135.84835,28,JP
Q714742,33.61475,130.42289,10,JP
Q714828,34.96720,135.77339,41,JP
Q715632,33.52602,131.37463,16,JP
Q715639,32.94778,131.11597,8,JP
Q715647,33.30158,130.56548,8,JP
Q716411,36.24333,137.96833,9,JP
Q717682,35.70194,139.76778,14,JP
Q731954,36.57528,137.52333,16,JP
Q738971,35.03245,135.73227,9,JP
Q739612,36.23889,137.96917,37,JP
Q743773,35.63686,139.71927,12,JP
Q767818,35.06277,134.00495,12,JP
Q779755,34.47873,135.82021,14,JP
Q780905,35.54000,134.22750,21,JP
Q783923,35.01169,135.75917,16,JP
Q784871,41.31194,140.80917,6,JP
Q786888,35.15602,136.13936,29,JP
Q788917,36.75781,139.59924,7,JP
Q795048,34.99139,135.76322,6,JP
Q798766,34.68250,135.18667,23,JP
Q818646,33.28211,131.50581,9,JP
Q846305,34.46111,131.76381,10,JP
Q63465,32.73444,129.86889,14,JP
Q71952,36.37306,140.45621,18,JP
Q73444,34.42703,132.47111,5,JP
Q74710,32.74721,129.88009,12,JP
Q74940,35.71632,139.77654,24,JP
Q93490,32.77558,129.86312,20,JP
Q93616,32.74788,129.88389,6,JP
Q93643,32.80222,128.90389,25,JP
Q94760,34.18426,133.80961,13,JP
Q115768,38.28028,140.88500,7,JP
Q117923,36.74056,139.46222,23,JP
Q120730,35.02103,135.75558,106,JP
Q133753,38.31875,141.01256,8,JP
Q135714,34.98072,135.73815,8,JP
Q135732,35.33008,136.96700,6,JP
Q143683,35.03889,135.74167,6,JP
Q144845,33.51454,130.51514,12,JP
Q147286,34.98999,135.77312,25,JP
Q147312,34.68370,135.83640,24,JP
Q150118,34.68738,135.52584,13,JP
Q151776,35.47498,133.05056,34,JP
Q167087,35.32426,139.54902,9,JP
Q169621,34.93817,135.64420,8,JP
Q174139,35.10722,132.43750,36,JP
Q183536,35.65861,139.74556,69,JP
Q188754,34.83944,134.69361,74,JP
Q189640,36.66167,138.18778,20,JP
Q191763,34.29577,132.32011,69,JP
Q195715,33.23840,131.55100,6,JP
Q198422,26.20000,127.35000,25,JP
Q200239,35.25500,136.08000,66,JP
Q211585,34.69111,135.79556,21,JP
Q218813,36.07528,138.09139,18,JP
Q221716,34.99483,135.78500,77,JP
Q231140,34.39556,132.45361,69,JP
Q242176,30.35861,130.52861,60,JP
Q246479,34.67826,135.70368,5,JP
Q247515,26.35444,126.77083,20,JP
Q248622,38.98741,141.74089,5,JP
Q249139,35.65748,139.74838,14,JP
Q250658,34.28619,133.80019,14,JP
Q251156,33.18886,129.89942,6,JP
Q251160,35.41804,133.40599,6,JP
Q251650,39.69995,141.15011,12,JP
Q257473,35.02667,135.79833,33,JP
Q259727,35.56956,135.19201,26,JP
Q261932,34.61444,135.73417,53,JP
Q262438,34.93472,136.08444,6,JP
Q270983,35.03950,135.72850,57,JP
Q283196,35.68083,139.76694,39,JP
Q283373,35.17238,136.90840,11,JP
Q285468,32.62778,129.73833,50,JP
Q287165,35.67611,139.69917,33,JP
Q304501,35.01361,135.74222,25,JP
Q321242,34.68722,135.52583,51,JP
Q324270,34.15000,134.50000,8,JP
Q324638,34.24500,130.10560,16,JP
Q328582,40.60804,140.46381,21,JP
Q335612,35.72023,139.76072,14,JP
Q335618,33.73209,135.98361,15,JP
Q367282,34.71111,135.19028,5,JP
Q372380,35.88621,140.52852,10,JP
Q376288,35.02317,135.72018,17,JP
Q377386,35.00731,135.78320,9,JP
Q385141,35.01667,135.78222,27,JP
Q385407,35.03244,135.85131,7,JP
Q385793,34.69602,135.51262,9,JP
Q402091,35.22513,136.29101,7,JP
Q429402,43.45167,144.09861,23,JP
Q430626,32.73417,129.87028,22,JP
Q432124,24.34000,123.81000,36,JP
Q460367,34.68917,135.83972,44,JP
Q473472,26.65000,142.16667,23,JP
Q474560,24.32472,124.08778,29,JP
Q475743,30.48000,140.30611,24,JP
Q478979,34.51608,135.69464,9,JP
Q488618,34.46581,135.86165,9,JP
Q491950,32.02361,128.37611,9,JP
Q494894,33.94694,130.94667,34,JP
Q500368,34.98361,138.37528,9,JP
Q500955,35.04578,135.74205,6,JP
Q501638,40.45028,140.19861,53,JP
Q508866,26.69083,127.93028,20,JP
Q511412,36.56432,136.65923,21,JP
Q515026,34.70098,135.18926,5,JP
Q522630,37.13262,140.21358,12,JP
Q535065,34.21778,135.58333,38,JP
Q545446,34.23761,134.65267,26,JP
Q555255,35.68000,139.72861,26,JP
Q576318,34.91389,135.80750,14,JP
Q577273,34.80909,133.62232,12,JP
Q577372,35.51500,138.75667,28,JP
Q580386,34.69473,135.81248,6,JP
Q583589,34.89209,135.81146,20,JP
Q587371,35.03444,135.71833,32,JP
Q593054,37.59964,140.42799,10,JP
Q598621,38.25248,140.85616,15,JP
Q601598,34.74567,134.38898,14,JP
Q611345,33.83694,135.77639,32,JP
Q612608,34.73083,135.25833,6,JP
Q613355,32.80606,130.70597,38,JP
Q615465,35.31406,139.55545,7,JP
Q615767,35.47361,138.64000,51,JP
Q620860,32.76134,130.29869,43,JP
Q626535,35.01029,135.76828,20,JP
Q629238,44.00000,145.00000,28,JP
Q631373,33.65349,130.45266,7,JP
Q640267,32.74352,129.87302,39,JP
Q648629,35.18556,136.89861,40,JP
Q648937,36.23778,136.12528,14,JP
Q649463,33.84860,132.78700,7,JP
Q650772,35.12266,138.91870,6,JP
Q653180,35.22740,138.61017,7,JP
Q653319,34.98788,135.77171,21,JP
Q653433,35.71889,139.77639,51,JP
Q656451,35.07152,135.86222,12,JP
Q662176,35.02920,135.73501,19,JP
Q670049,35.71514,139.79744,16,JP
Q670725,34.35040,134.05200,12,JP
Q672056,35.31694,139.53583,42,JP
Q673607,34.95611,138.40806,7,JP
Q687168,34.45500,136.72583,44,JP
Q692714,35.00364,135.77853,23,JP
Q696362,35.40194,132.68544,31,JP
Q696641,36.75917,139.59861,25,JP
Q697278,28.28333,129.36667,39,JP
Q700448,35.06051,135.75275,27,JP
Q846393,34.45120,135.80500,7,JP
Q846710,33.58609,130.37643,8,JP
Q846979,43.30000,145.35000,10,JP
Q847274,35.71994,139.77560,6,JP
Q847282,43.04222,144.89583,8,JP
Q847290,34.79795,134.21948,7,JP
Q859202,35.30667,139.50056,7,JP
Q861554,43.06394,141.34800,8,JP
Q864344,35.24462,139.05890,8,JP
Q865913,35.68832,139.75439,39,JP
Q868686,33.41667,131.11667,6,JP
Q869275,34.99500,138.52278,8,JP
Q870867,38.30667,140.98833,14,JP
Q871375,40.61606,140.36546,7,JP
Q1150978,34.68066,135.81902,11,JP
Q1151248,35.45000,132.96667,20,JP
Q1151269,34.22760,135.17200,13,JP
Q1151821,25.43306,141.28167,26,JP
Q1151831,34.65250,134.99167,14,JP
Q1152394,35.49833,138.68528,23,JP
Q1155484,35.38833,136.93917,27,JP
Q1155726,38.63864,139.98847,20,JP
Q1156690,43.10800,144.40100,25,JP
Q1157535,34.95111,135.81944,23,JP
Q1157584,36.53256,136.65895,5,JP
Q1157585,35.02824,135.67774,11,JP
Q1157658,43.65000,142.85000,25,JP
Q1179272,40.90270,140.45549,9,JP
Q1186324,26.21833,127.71472,12,JP
Q1186344,35.44668,139.65125,14,JP
Q1186358,34.68545,135.84341,21,JP
Q1187278,27.24694,140.87444,27,JP
Q1191339,37.04710,140.22900,5,JP
Q1194619,43.58333,144.51667,21,JP
Q1196132,40.46667,140.86667,25,JP
Q1196357,41.79694,140.75694,26,JP
Q1196460,34.16760,132.17837,20,JP
Q1197131,37.14711,138.20560,12,JP
Q1197137,36.32734,138.41725,14,JP
Q1200076,34.39147,132.45306,23,JP
Q1202871,35.03111,135.71389,25,JP
Q1203099,34.67806,135.83111,18,JP
Q1203429,34.21408,135.58409,19,JP
Q1203756,35.41667,138.87500,22,JP
Q1203935,34.69362,135.77950,13,JP
Q1066957,31.59849,130.55461,13,JP
Q1070863,34.68321,135.83130,29,JP
Q1071095,33.24574,130.30215,11,JP
Q1071520,34.32958,134.04389,17,JP
Q1071869,34.49104,133.36112,10,JP
Q1072125,27.06667,142.20833,27,JP
Q1072538,35.11972,135.83444,8,JP
Q1073688,35.92451,139.49150,10,JP
Q1073699,35.50740,134.24000,13,JP
Q1075034,35.05502,135.67087,9,JP
Q1077275,35.46667,133.20000,14,JP
Q1079904,35.57530,137.59510,7,JP
Q1082791,34.96042,135.90562,9,JP
Q1082935,35.00160,135.74334,10,JP
Q1087248,34.97530,139.75700,7,JP
Q1088470,34.43722,135.59833,9,JP
Q1088493,34.69583,135.91528,5,JP
Q1088506,34.53789,136.04062,7,JP
Q1088510,33.97699,130.96174,7,JP
Q1089221,34.67345,135.74240,8,JP
Q1089231,35.02189,135.79042,6,JP
Q1089767,35.01111,135.79417,22,JP
Q1090968,32.79110,130.73500,8,JP
Q1091232,34.61497,135.73958,8,JP
Q1093645,34.71611,135.87306,10,JP
Q1101060,38.25056,140.90056,7,JP
Q1101226,34.30306,133.94417,7,JP
Q1108695,35.00333,135.78139,10,JP
Q1134447,35.45389,139.63222,14,JP
Q1138090,42.54250,140.86444,12,JP
Q1140619,43.06260,141.35368,12,JP
Q1143892,36.15235,136.27210,22,JP
Q1143944,33.58438,130.38310,11,JP
Q1143974,41.42983,140.10839,16,JP
Q1144855,38.35556,141.07639,24,JP
Q1146038,34.99205,135.75161,17,JP
Q1148463,34.65222,135.50611,23,JP
Q1149573,34.41723,135.65120,11,JP
Q986750,35.06014,135.67856,20,JP
Q989803,35.29933,139.48091,33,JP
Q994006,36.40495,138.95096,10,JP
Q994071,36.28861,138.74444,11,JP
Q994214,41.35944,139.80500,10,JP
Q998239,36.56194,136.66250,24,JP
Q998709,36.56639,136.65528,10,JP
Q1001826,34.67587,138.96242,6,JP
Q1002193,36.25666,136.90504,13,JP
Q1010226,34.70917,136.52583,7,JP
Q1012374,35.27639,136.25167,27,JP
Q1012815,33.56111,133.53139,21,JP
Q1013209,26.28389,127.80139,17,JP
Q1013399,35.01417,135.74750,29,JP
Q1013437,35.25083,139.15361,23,JP
Q1013448,34.66528,133.93611,24,JP
Q1014298,35.68083,139.60389,9,JP
Q1019313,33.36806,129.55361,12,JP
Q1026929,32.65995,130.25280,7,JP
Q1033333,35.66000,139.76200,19,JP
Q1036410,34.67429,132.70959,10,JP
Q1036874,33.50940,132.54100,13,JP
Q1036938,34.35040,135.87730,20,JP
Q1037902,38.00259,140.61713,9,JP
Q1039004,35.36097,133.18488,10,JP
Q1039103,37.95547,139.32541,9,JP
Q1039675,34.46222,135.80647,12,JP
Q1044009,34.66800,135.81272,12,JP
Q1045971,34.99211,135.77206,14,JP
Q1046403,34.98056,135.74778,30,JP
Q1048234,36.24697,137.63333,19,JP
Q1049405,34.69120,135.50300,8,JP
Q1049645,33.32500,130.38400,14,JP
Q1051866,33.94500,130.96139,11,JP
Q1053852,36.33806,139.45167,8,JP
Q1055749,34.67556,135.83944,36,JP
Q1056242,33.21500,130.36194,6,JP
Q1058324,35.04410,135.74500,7,JP
Q1060771,34.99711,135.77333,10,JP
Q1060966,34.97806,135.78056,13,JP
Q1061515,43.26740,141.37170,38,JP
Q1063133,36.75650,139.59940,30,JP
Q1064626,34.72769,133.76778,8,JP
Q1064830,34.41759,131.38248,17,JP
Q1064892,35.71918,139.74538,13,JP
Q873645,35.00521,135.78340,20,JP
Q874027,35.06028,135.75278,40,JP
Q874428,38.27220,140.84500,10,JP
Q875301,34.27556,132.30778,36,JP
Q877626,36.25694,136.90639,40,JP
Q900618,35.51220,133.50304,6,JP
Q901256,35.04389,135.74611,20,JP
Q907052,26.21703,127.71948,39,JP
Q909515,33.21950,132.56500,14,JP
Q910281,34.99081,135.75844,13,JP
Q911970,40.81167,140.69556,14,JP
Q911975,36.69330,137.21100,14,JP
Q917195,35.07056,135.84111,32,JP
Q919524,35.00352,135.77230,9,JP
Q926312,35.00349,135.77505,32,JP
Q943255,35.66639,139.77222,11,JP
Q945913,34.66836,135.78431,29,JP
Q952153,35.67659,139.76070,7,JP
Q952163,35.41583,138.87111,30,JP
Q954860,35.33770,139.54750,14,JP
Q961882,34.92282,137.55985,11,JP
Q967723,35.32706,139.57537,8,JP
Q969909,35.66529,138.57134,10,JP
Q973175,34.67559,135.78483,19,JP
Q975227,38.98782,141.10802,13,JP
Q976648,34.39833,133.81000,19,JP
Q980697,24.23389,141.46361,19,JP
Q981357,33.84554,132.76572,20,JP
Q2154769,33.58556,130.30833,7,JP
Q2166743,34.97571,135.77368,23,JP
Q1206086,26.34069,126.80494,23,JP
Q1207208,34.39273,132.45237,30,JP
Q1208749,36.56642,137.66212,16,JP
Q1250321,35.50778,139.67083,16,JP
Q1262329,35.46389,138.58556,21,JP
Q1272708,33.91449,135.17454,8,JP
Q1303633,36.05659,136.35688,17,JP
Q1322463,32.78916,130.36722,17,JP
Q1329959,35.62528,139.24361,23,JP
Q1333330,26.20860,127.68300,28,JP
Q1333693,34.77009,136.12719,11,JP
Q1333799,34.61427,135.73424,25,JP
Q1348249,36.75416,139.60271,18,JP
Q1351209,34.62278,135.74611,16,JP
Q1358767,35.70972,139.76778,8,JP
Q1362629,35.71536,139.77585,35,JP
Q1365061,37.48778,139.92972,19,JP
Q1365882,33.67200,135.89100,24,JP
Q1367052,35.43389,136.78222,25,JP
Q1889010,35.73306,139.74667,13,JP
Q1965453,35.47478,138.66653,8,JP
Q1972071,33.72670,136.01230,11,JP
Q2027215,32.70083,131.30056,7,JP
Q2037226,26.24753,127.73172,6,JP
Q2043091,36.93700,139.25102,8,JP
Q2278548,33.25970,130.09800,7,JP
Q2326743,34.41217,131.41734,7,JP
Q2338956,26.40833,127.74194,17,JP
Q2363723,34.47870,133.34600,6,JP
Q2379007,34.69194,135.83861,19,JP
Q2385052,34.79736,133.61893,5,JP
Q2436937,35.45917,136.27694,12,JP
Q2471589,26.32981,127.87888,16,JP
Q2498312,32.63330,130.25600,14,JP
Q1377689,34.66766,133.93506,21,JP
Q1396078,35.33179,139.55535,14,JP
Q1414691,27.68278,142.13833,9,JP
Q1440954,35.00099,135.77366,13,JP
Q1457787,34.53583,135.90694,11,JP
Q1470150,34.49242,135.78487,7,JP
Q1476235,33.66964,135.88989,14,JP
Q1504529,35.32284,139.57130,8,JP
Q1504539,35.33340,139.54629,7,JP
Q1516753,34.99250,135.68417,22,JP
Q1534481,35.72167,139.72556,13,JP
Q1534486,35.31028,139.52833,6,JP
Q1537312,35.57889,139.70528,10,JP
Q1552446,34.28715,135.31665,10,JP
Q1576651,34.70000,135.83611,8,JP
Q1619446,35.42958,132.62936,5,JP
Q1736808,34.98389,135.70944,18,JP
Q1741668,34.36838,135.85814,16,JP
Q1756307,35.01333,135.85278,19,JP
Q1759226,35.01599,135.67379,20,JP
Q1760419,38.31256,140.43739,12,JP
Q1760591,35.70083,139.76639,9,JP
Q1765187,34.24222,131.29833,6,JP
Q1771901,34.54944,134.93750,10,JP
Q1778881,35.70556,139.74917,11,JP
Q1786709,35.03306,135.76235,14,JP
Q1803811,26.36528,127.14417,6,JP
Q3341341,34.68928,135.84428,6,JP
Q3342145,36.44994,137.87903,5,JP
Q3342246,34.26278,135.52194,10,JP
Q3349998,34.47179,135.82837,8,JP
Q3390983,45.06667,141.70000,5,JP
Q3443333,34.68370,135.83640,6,JP
Q3454075,35.04209,135.74609,5,JP
Q3454089,34.67211,138.94157,5,JP
Q3461072,35.50892,133.00644,8,JP
Q3471686,34.95228,135.81944,13,JP
Q3471689,35.39932,133.95576,9,JP
Q3477895,35.69389,138.70833,6,JP
Q3478562,36.39380,140.02300,5,JP
Q3482770,35.76476,139.45947,7,JP
Q3511683,26.22039,127.69060,5,JP
Q3511694,35.15602,136.13936,8,JP
Q3513683,34.86128,135.40263,5,JP
Q3513973,33.84170,132.74200,6,JP
Q3514065,34.69654,135.06749,9,JP
Q3514066,33.88510,132.71500,8,JP
Q3514106,35.02222,135.71944,5,JP
Q3529714,34.35391,135.87307,15,JP
Q3530470,36.37460,140.45600,9,JP
Q3547085,35.32043,139.55915,6,JP
Q3547711,34.47481,135.97051,6,JP
Q2576732,34.40028,132.46750,12,JP
Q2585020,33.64473,135.93444,11,JP
Q2616914,37.10147,139.99892,14,JP
Q2654598,24.45139,124.14444,10,JP
Q2660144,39.00139,141.09972,19,JP
Q2660430,35.69804,139.76553,16,JP
Q2687767,31.71190,130.80200,5,JP
Q2688247,41.82569,140.77069,7,JP
Q2702064,35.00076,135.78111,15,JP
Q2745677,34.68579,135.83774,7,JP
Q2750171,35.63425,139.73514,8,JP
Q2753954,35.01125,135.85575,11,JP
Q2760134,35.07325,135.21772,11,JP
Q2797958,36.63333,139.43972,11,JP
Q2821462,34.50376,135.84256,5,JP
Q2842754,43.06389,141.34265,7,JP
Q2852419,36.35222,138.15333,6,JP
Q2857960,32.21333,130.75278,7,JP
Q2859566,35.00958,135.66639,36,JP
Q2870807,35.70893,139.72155,6,JP
Q2873976,36.72291,139.69082,5,JP
Q2882839,36.33750,139.45222,10,JP
Q2896261,38.98861,141.11028,27,JP
Q2901289,35.18438,136.93227,5,JP
Q2921458,33.09011,131.76248,7,JP
Q2928994,34.45583,133.02640,8,JP
Q2943310,33.90280,130.83000,9,JP
Q2968274,35.99950,136.29600,16,JP
Q2968288,34.78129,135.42089,8,JP
Q2968290,36.55915,138.80438,5,JP
Q2968342,26.24662,127.73232,5,JP
Q2968344,36.40410,138.24400,11,JP
Q2969388,36.10920,139.19600,10,JP
Q2969389,35.65297,139.25215,9,JP
Q2969462,35.14603,136.15778,10,JP
Q2969493,34.45882,135.37078,10,JP
Q2969495,35.29264,136.91222,15,JP
Q2969891,34.40128,133.08266,6,JP
Q2970766,34.98156,139.85531,7,JP
Q2972129,34.10917,135.16556,7,JP
Q2972137,34.93247,135.04387,6,JP
Q2975212,33.58975,130.35308,10,JP
Q2975401,35.42333,136.14361,16,JP
Q3007715,34.68304,135.83790,6,JP
Q3011415,35.67587,139.76081,11,JP
Q3012163,35.39099,133.53489,6,JP
Q3012166,35.04457,135.74595,7,JP
Q3022451,34.55200,135.44900,8,JP
Q3023897,35.67896,139.76147,5,JP
