qid,lat,lon,sitelinks,iso
Q303431,47.21806,8.78167,18,CH
Q312118,46.91667,9.25000,29,CH
Q317096,47.46254,8.18073,37,CH
Q318289,46.81556,7.49472,9,CH
Q323537,47.69530,8.63667,9,CH
Q323780,46.99056,9.50208,9,CH
Q334091,46.82056,6.93722,8,CH
Q339625,46.98221,8.31179,9,CH
Q355556,46.69444,9.71278,18,CH
Q356555,47.40818,8.43895,8,CH
Q359617,47.47611,7.49222,7,CH
Q359967,47.49306,7.87050,5,CH
Q360749,46.79377,10.28621,10,CH
Q362761,46.24070,8.70655,10,CH
Q365122,47.04915,8.54948,14,CH
Q372647,46.41417,6.92750,48,CH
Q373174,47.00000,6.95290,7,CH
Q376486,46.64928,7.18865,6,CH
Q378688,46.29637,8.05086,8,CH
Q380276,46.69333,6.46139,11,CH
Q660790,46.48333,8.80000,16,CH
Q660880,46.41667,8.85000,17,CH
Q661033,46.52361,6.63389,11,CH
Q661294,45.86667,8.96666,12,CH
Q661499,46.33306,9.51639,21,CH
Q661631,46.91861,9.17167,25,CH
Q661664,46.48892,6.72945,23,CH
Q661799,47.36505,7.15465,24,CH
Q662247,46.50528,8.30972,16,CH
Q662273,46.20000,7.43333,19,CH
Q662286,46.65000,7.10000,16,CH
Q662541,46.50000,8.31667,15,CH
Q662821,46.23404,7.35934,12,CH
Q662837,47.15780,7.26472,7,CH
Q663020,46.18333,8.70000,19,CH
Q663025,46.19890,6.15830,16,CH
Q663110,46.20000,6.15667,12,CH
Q663436,46.18816,9.03002,8,CH
Q663546,48.95000,8.26667,16,CH
Q663869,46.85308,9.52892,11,CH
Q664153,46.48333,6.71667,17,CH
Q664172,45.96222,8.91528,11,CH
Q664292,46.76944,9.10111,8,CH
Q664346,46.19123,9.02676,8,CH
Q664376,46.19304,9.02250,9,CH
Q664463,46.68465,7.78230,7,CH
Q664504,47.22729,8.52464,6,CH
Q664518,46.20565,6.15431,8,CH
Q664706,47.03083,7.29806,8,CH
Q665206,45.99644,8.94683,9,CH
Q665288,47.04119,8.32815,11,CH
Q665373,46.94936,7.45845,8,CH
Q665376,46.50484,7.06212,7,CH
Q665384,46.27771,7.02652,5,CH
Q665389,47.45606,8.31579,6,CH
Q665394,46.20872,6.14220,10,CH
Q665441,46.66040,6.51412,7,CH
Q665447,47.05566,8.31405,13,CH
Q665622,47.55460,7.60138,12,CH
Q665800,46.94848,7.44750,11,CH
Q665880,46.45551,6.33940,6,CH
Q666040,46.94802,7.45963,8,CH
Q666139,46.08333,8.81667,12,CH
Q666147,45.88333,9.05000,12,CH
Q666331,47.35305,8.56176,17,CH
Q666479,47.55639,7.59250,21,CH
Q666516,46.20111,6.14861,26,CH
Q666572,47.52833,7.61028,11,CH
Q666725,47.56731,7.60692,17,CH
Q666898,46.56139,8.36194,18,CH
Q666984,47.41139,8.55167,18,CH
Q667201,47.54739,7.58961,21,CH
Q667247,46.02361,7.74972,21,CH
Q667757,46.45502,8.21923,9,CH
Q667772,46.13104,7.04483,6,CH
Q667811,47.48093,8.22007,18,CH
Q667858,46.21530,6.18060,13,CH
Q667880,46.82056,8.40972,7,CH
Q668125,46.48693,8.26361,7,CH
Q668239,46.16667,8.61667,14,CH
Q668250,46.77889,10.26167,13,CH
Q668300,47.35892,8.53027,17,CH
Q668391,47.26389,7.16861,10,CH
Q668559,46.50672,6.62761,10,CH
Q668625,46.15000,8.63333,13,CH
Q668647,47.38752,8.18531,16,CH
Q668672,47.19690,6.96510,9,CH
Q668683,47.35000,7.15000,10,CH
Q668705,47.48333,7.05000,12,CH
Q668749,47.41667,7.20000,11,CH
Q668794,47.43333,7.18333,11,CH
Q668799,46.83333,6.63333,13,CH
Q668835,46.08333,9.00000,12,CH
Q668869,46.50000,6.75000,18,CH
Q668880,46.76667,6.88333,13,CH
Q669310,47.10417,7.43194,15,CH
Q669400,47.51917,8.06250,14,CH
Q669488,46.59972,9.43306,17,CH
Q669509,46.94730,7.44830,8,CH
Q669544,46.52250,6.63556,23,CH
Q669555,46.75000,6.81667,13,CH
Q669678,46.51678,6.62910,17,CH
Q670058,46.94299,7.44933,14,CH
Q670256,46.95444,9.58444,7,CH
Q670406,47.36500,8.54694,28,CH
Q670448,47.64222,8.60833,12,CH
Q670519,46.22028,6.18333,12,CH
Q670595,47.05278,8.33583,15,CH
Q670608,47.41193,8.96828,7,CH
Q670848,46.52630,6.64540,11,CH
Q670912,46.88000,7.04900,18,CH
Q671032,47.39163,6.99918,13,CH
Q671343,45.83333,6.85000,30,CH
Q671822,46.22540,6.13884,15,CH
Q672006,46.69050,7.86900,18,CH
Q672022,46.20083,6.15056,12,CH
Q672128,47.55861,7.58613,9,CH
Q672526,46.00461,8.94856,13,CH
Q673228,47.36667,8.54861,15,CH
Q673354,47.43167,9.37472,29,CH
Q673396,46.20174,6.14354,11,CH
Q673757,46.13333,8.73500,14,CH
Q673786,47.32151,7.90108,15,CH
Q673833,47.58806,7.65111,18,CH
Q674325,46.43278,6.93667,16,CH
Q628354,46.90000,6.58333,15,CH
Q429085,46.83611,6.82028,15,CH
Q431011,46.43333,8.86667,17,CH
Q436158,47.13253,9.51193,7,CH
Q437802,47.37111,8.53361,8,CH
Q444740,46.76399,7.11775,9,CH
Q444938,47.20556,7.45556,9,CH
Q449659,47.56000,7.58972,9,CH
Q450139,47.37667,8.54972,10,CH
Q452935,47.13750,7.54861,5,CH
Q453648,47.05500,7.62917,11,CH
Q455214,46.53910,7.38780,5,CH
Q455516,47.55440,7.58250,7,CH
Q455708,46.19211,7.23704,8,CH
Q458115,46.94833,7.45889,8,CH
Q458673,46.67115,9.61042,6,CH
Q458858,47.19868,7.66278,11,CH
Q462320,45.86889,7.17056,9,CH
Q466081,47.28444,9.41499,10,CH
Q471166,46.25021,8.03168,40,CH
Q474938,46.38051,9.23317,6,CH
Q477138,47.49189,7.62826,8,CH
Q477189,47.36961,8.54333,11,CH
Q488281,47.51250,7.62139,6,CH
Q491344,47.34330,8.53667,11,CH
Q499914,47.49222,7.62076,9,CH
Q502025,46.46563,6.89580,7,CH
Q502716,46.82472,9.40889,12,CH
Q503473,46.19899,6.14446,76,CH
Q510279,46.19278,9.02222,24,CH
Q517870,47.12610,6.92590,29,CH
Q519524,46.76000,7.63000,11,CH
Q520036,46.49350,6.73570,18,CH
Q530659,46.39444,6.25194,7,CH
Q537748,47.46330,7.60487,7,CH
Q541548,46.99387,6.93869,31,CH
Q543214,46.26005,8.83598,6,CH
Q547064,47.01751,7.74186,9,CH
Q555254,47.35081,8.71793,8,CH
Q555398,46.20170,6.14271,13,CH
Q559126,46.94815,7.44428,9,CH
Q573643,47.45838,8.74338,17,CH
Q576081,47.55438,7.59325,13,CH
Q580046,46.98167,9.71833,14,CH
Q581647,47.49222,7.62028,36,CH
Q584164,46.20143,6.14833,7,CH
Q584807,46.49715,9.84061,6,CH
Q594378,47.55500,7.60400,10,CH
Q594846,46.22656,6.14048,36,CH
Q595245,45.99800,7.34879,10,CH
Q597204,47.22489,8.81674,9,CH
Q598646,46.50861,6.63389,36,CH
Q601607,46.00588,9.00190,14,CH
Q606984,47.56390,7.57306,5,CH
Q610371,47.53319,7.72229,26,CH
Q612774,46.94428,7.44939,12,CH
Q614652,47.55389,7.59083,13,CH
Q616912,46.50000,8.03333,27,CH
Q616970,46.58538,7.96122,28,CH
Q617181,46.65686,7.90496,12,CH
Q623424,45.86905,7.17041,45,CH
Q674412,46.21667,8.85000,9,CH
Q675009,46.08056,7.40389,16,CH
Q675261,46.51819,6.62415,8,CH
Q675405,46.99528,8.60472,17,CH
Q675515,47.05053,8.30519,16,CH
Q675554,47.48029,8.21778,13,CH
Q675617,46.94134,7.44955,10,CH
Q675823,47.55750,7.59056,11,CH
Q676514,47.55447,7.59635,7,CH
Q676831,46.52280,6.57950,5,CH
Q677504,47.13722,7.31278,5,CH
Q677516,46.22612,6.14617,10,CH
Q677520,47.57761,8.51038,6,CH
Q677527,47.50033,8.72379,10,CH
Q677848,47.18956,8.17542,8,CH
Q677867,46.17750,6.00972,12,CH
Q678150,46.73470,6.74030,15,CH
Q678174,45.90458,8.97091,7,CH
Q678373,46.87170,8.26889,6,CH
Q678445,46.94798,7.45042,8,CH
Q678484,47.67670,8.61500,10,CH
Q678499,46.12898,7.04002,6,CH
Q678787,46.54590,6.48740,15,CH
Q678901,46.55690,6.47250,17,CH
Q678997,47.56044,7.58767,11,CH
Q679075,46.19930,6.15157,21,CH
Q679132,46.75415,7.63162,6,CH
Q679141,46.94056,7.44639,15,CH
Q679393,47.37147,8.52345,9,CH
Q679478,46.72972,7.66861,9,CH
Q679548,46.50799,6.61803,5,CH
Q679689,46.19890,6.14530,7,CH
Q679893,47.64555,9.17881,8,CH
Q679988,46.10278,7.81778,7,CH
Q680091,46.50865,6.61782,5,CH
Q680215,46.31500,6.97639,12,CH
Q680284,47.05191,8.30174,10,CH
Q680359,47.20833,7.53944,13,CH
Q680419,46.74955,8.08645,12,CH
Q680659,47.48770,8.70321,5,CH
Q680834,46.40889,10.01972,25,CH
Q680864,47.58333,8.23333,9,CH
Q680931,46.80611,7.16306,19,CH
Q680986,46.43588,6.91043,11,CH
Q681029,47.65560,8.86667,8,CH
Q681587,47.37083,8.54306,6,CH
Q681836,47.51647,7.61094,9,CH
Q681917,46.80694,7.15780,5,CH
Q682049,46.52245,6.62403,5,CH
Q682092,46.60500,9.96028,9,CH
Q682406,47.51111,8.73167,11,CH
Q682449,46.93111,7.56722,5,CH
Q682543,47.05806,7.62494,5,CH
Q682756,46.78048,9.13818,5,CH
Q683081,46.77823,6.64153,9,CH
Q683163,47.21034,7.53750,8,CH
Q683236,45.83219,9.03145,9,CH
Q683406,46.22722,6.13694,12,CH
Q683489,47.10032,6.83094,7,CH
Q683514,47.55370,7.59060,5,CH
Q683552,47.43015,7.73582,6,CH
Q683762,47.17330,8.77222,5,CH
Q683842,47.55940,7.58120,6,CH
Q683878,46.65609,6.72896,5,CH
Q683914,47.49681,7.62900,8,CH
Q683970,46.19920,6.13760,7,CH
Q684054,46.94868,7.45188,10,CH
Q684298,46.66581,8.58879,10,CH
Q684408,46.67889,9.53078,8,CH
Q684461,47.53682,8.28974,5,CH
Q684506,46.84766,9.53557,16,CH
Q684556,47.49649,8.73524,5,CH
Q684661,46.20739,6.15590,37,CH
Q684773,47.37639,8.54778,7,CH
Q684948,47.37000,8.54417,30,CH
Q685038,47.37028,8.54806,27,CH
Q685261,47.34549,8.71788,5,CH
Q685343,47.60222,9.07806,6,CH
Q685406,47.03944,9.06472,5,CH
Q685445,46.94844,7.45245,7,CH
Q685467,46.51389,8.67333,9,CH
Q630414,46.70694,8.85639,12,CH
Q630465,47.36272,8.53645,6,CH
Q637435,46.82034,8.65043,10,CH
Q637705,46.56360,8.36250,9,CH
Q638821,47.26667,8.82806,6,CH
Q639818,47.55722,7.59083,9,CH
Q642015,47.67278,9.05917,11,CH
Q643983,46.38160,6.24048,6,CH
Q644055,47.09361,9.07528,24,CH
Q644296,46.38000,6.24018,11,CH
Q652980,47.08306,7.15000,17,CH
Q655895,46.64728,8.59208,8,CH
Q657639,46.81750,9.70500,14,CH
Q659434,47.03361,9.07750,28,CH
Q659654,47.48611,7.62028,27,CH
Q659790,46.91306,7.12528,29,CH
Q659856,46.65556,9.09833,26,CH
Q659907,46.73306,9.40000,19,CH
Q659972,46.60167,10.42472,18,CH
Q660047,46.74972,9.01667,23,CH
Q660067,46.93778,9.01639,23,CH
Q660119,46.49330,8.78200,18,CH
Q660433,46.35278,9.62222,23,CH
Q660482,46.33333,9.55000,19,CH
Q660744,46.40000,8.96667,17,CH
Q685650,47.55137,7.95168,8,CH
Q685714,46.91902,7.50039,5,CH
Q686056,46.94828,7.45406,10,CH
Q686060,47.55167,7.57833,10,CH
Q686102,46.94741,7.45057,8,CH
Q686243,46.99189,6.92628,8,CH
Q686267,47.21960,8.89395,7,CH
Q686324,47.35865,8.56111,7,CH
Q686528,47.36391,7.34279,5,CH
Q686856,46.71950,8.18770,7,CH
Q687022,47.55280,7.59111,7,CH
Q687130,47.47331,8.30525,6,CH
Q687225,47.50472,8.18618,5,CH
Q687250,47.52374,7.57032,9,CH
Q687778,46.09513,7.07080,11,CH
Q687973,46.94806,7.45028,26,CH
Q687976,47.17444,8.89694,9,CH
Q688018,47.55056,8.98694,5,CH
Q688038,47.06556,8.40806,6,CH
Q688060,46.49194,6.74611,43,CH
Q688086,46.41354,6.93036,5,CH
Q688214,47.05845,8.31089,25,CH
Q688261,46.23389,7.36444,21,CH
Q688315,46.94722,7.45139,21,CH
Q688423,46.45268,6.85472,6,CH
Q1519685,46.46841,6.82945,14,CH
Q1524782,46.54611,7.89222,13,CH
Q1532367,46.46463,8.23195,6,CH
Q1532715,46.99467,6.94147,8,CH
Q1534495,47.21676,8.27303,5,CH
Q1542265,47.42068,8.17038,6,CH
Q688493,46.92306,6.63389,15,CH
Q688507,46.34300,9.59050,22,CH
Q688511,46.33306,9.53306,22,CH
Q688539,47.22557,8.82228,30,CH
Q688542,47.07083,7.14250,14,CH
Q688618,46.52900,8.60260,35,CH
Q688912,46.52486,6.63571,10,CH
Q688984,47.55830,7.58833,15,CH
Q689061,46.56667,6.83333,15,CH
Q689097,46.77580,6.85790,15,CH
Q689112,46.21667,7.58333,20,CH
Q689389,47.44330,9.53141,5,CH
Q689492,46.95306,9.03250,13,CH
Q689509,46.98306,9.49972,10,CH
Q689526,46.31778,9.11083,8,CH
Q689567,47.39833,8.00833,11,CH
Q689691,46.91667,6.61667,12,CH
Q689722,47.11247,7.29181,7,CH
Q689829,47.50040,8.72900,6,CH
Q689839,47.22667,8.81833,11,CH
Q689876,47.16944,7.66833,11,CH
Q689896,47.42280,9.37640,17,CH
Q689954,46.88333,6.55000,12,CH
Q689961,46.95000,6.68333,12,CH
Q689981,46.83306,10.37556,11,CH
Q690055,47.69828,8.63276,11,CH
Q690131,47.27150,6.98600,11,CH
Q690142,46.53333,8.95000,12,CH
Q690157,46.00000,8.88333,10,CH
Q690206,46.33333,8.60000,12,CH
Q690251,46.27030,8.50280,6,CH
Q690687,47.37110,8.54069,14,CH
Q690944,47.36972,8.54111,19,CH
Q691236,47.33690,8.51028,5,CH
Q691356,47.66667,8.85833,9,CH
Q691482,46.86338,7.48897,6,CH
Q691880,47.03521,8.35622,7,CH
Q691896,47.37917,8.53972,26,CH
Q691947,46.80961,6.64709,8,CH
Q691966,46.58466,7.08399,15,CH
Q692119,46.74611,7.63722,7,CH
Q692578,47.37281,8.57317,11,CH
Q692724,46.84310,10.36280,6,CH
Q692893,47.33414,8.34592,5,CH
Q693725,47.16833,9.46306,10,CH
Q693822,47.46014,8.86600,5,CH
Q694033,47.13289,7.24292,10,CH
Q718800,45.87723,8.94223,13,CH
Q757067,46.62917,10.44778,36,CH
Q800441,47.47642,8.30769,10,CH
Q800520,46.35199,8.97416,10,CH
Q800578,47.48085,8.20882,8,CH
Q800758,46.90173,8.62430,9,CH
Q800819,46.21022,6.14245,22,CH
Q801003,47.43330,8.35428,6,CH
Q801024,47.60034,8.22705,7,CH
Q801516,46.75485,7.62961,11,CH
Q801617,47.49875,8.75102,6,CH
Q801620,47.50643,8.68090,5,CH
Q801665,47.28804,7.94310,6,CH
Q801676,47.36410,8.53079,10,CH
Q801680,47.34744,8.53358,6,CH
Q816289,47.35674,8.53363,5,CH
Q850305,46.25389,10.12778,21,CH
Q869540,46.58472,7.96139,29,CH
Q869551,46.18083,7.57611,17,CH
Q869624,47.36236,9.13575,18,CH
Q869926,46.94937,7.44750,11,CH
Q870167,46.82928,7.48990,5,CH
Q870354,47.32315,8.19434,12,CH
Q894639,46.95270,7.44491,6,CH
Q895178,47.05697,8.31122,8,CH
Q915427,46.45730,8.22340,6,CH
Q935212,47.05785,6.74617,6,CH
Q961468,46.23123,7.35556,5,CH
Q971282,46.79167,9.26667,7,CH
Q972427,47.36850,8.54214,6,CH
Q990950,47.35102,7.89867,7,CH
Q1011332,46.33974,9.56172,6,CH
Q1011548,46.69674,9.45176,6,CH
Q1012088,47.10299,9.33250,5,CH
Q1012438,47.23030,9.44361,5,CH
Q1012791,46.10500,7.06925,5,CH
Q1013227,47.29592,7.71812,5,CH
Q1014334,46.66868,7.85729,5,CH
Q1354897,47.22667,8.81833,7,CH
Q1355223,46.94750,7.45361,6,CH
Q1369760,46.56500,7.10300,6,CH
Q1370412,47.39442,8.04523,6,CH
Q1395561,46.94672,7.44664,5,CH
Q1402761,46.74569,7.63593,5,CH
Q1422263,47.57484,8.47331,5,CH
Q1428489,47.39804,8.63098,5,CH
Q1450270,47.04971,8.30345,6,CH
Q1709253,46.68610,7.68000,10,CH
Q1725173,45.99935,9.02109,6,CH
Q1728128,47.37193,8.55226,5,CH
Q1728434,47.48655,9.00122,5,CH
Q1739831,47.74540,8.69360,6,CH
Q1743358,46.80015,9.82675,5,CH
Q1750387,46.80690,7.16166,7,CH
Q1765686,46.93264,8.61186,9,CH
Q1094083,46.20847,6.14894,12,CH
Q1094121,46.38200,6.24066,7,CH
Q1094320,46.20306,6.09778,5,CH
Q1098098,47.36200,7.35006,10,CH
Q1108708,46.52488,6.47605,11,CH
Q1108722,46.50671,6.49666,8,CH
Q1157569,47.23194,7.84000,6,CH
Q1158760,47.36856,8.88050,5,CH
Q1169171,47.52820,8.96187,5,CH
Q1200920,46.20090,6.14250,13,CH
Q1286799,46.94214,7.44891,8,CH
Q1020746,46.94365,7.38932,5,CH
Q1032679,46.66158,6.55278,6,CH
Q1056013,46.23333,8.70000,10,CH
Q1083084,46.20080,6.14840,9,CH
Q1083364,46.20400,6.15200,8,CH
Q1083713,46.20610,6.14750,7,CH
Q1551099,47.55763,7.58310,8,CH
Q1571757,47.05429,8.30420,6,CH
Q1573891,47.00087,8.39629,6,CH
Q1577575,47.54898,7.59090,6,CH
Q1588585,46.94816,7.44394,9,CH
Q1595081,47.47850,9.53004,5,CH
Q1595348,46.94793,7.44078,9,CH
Q1604828,47.05000,9.43750,9,CH
Q1611147,47.66040,9.11052,5,CH
Q1331160,47.65612,8.85832,5,CH
Q1349970,47.49000,7.62962,5,CH
Q1350100,47.49602,8.73902,6,CH
Q1474284,46.17352,8.79616,6,CH
Q1483036,46.70100,7.89694,5,CH
Q1501500,47.51350,8.76426,9,CH
Q1517798,46.49531,8.28016,6,CH
Q1622870,46.84821,9.53515,5,CH
Q1623322,47.02028,7.46250,5,CH
Q1631066,46.42832,9.76114,5,CH
Q1644116,47.22740,8.81642,5,CH
Q1647831,46.46971,8.24250,6,CH
Q1651126,46.43333,8.95000,8,CH
Q1651161,46.48333,8.93333,8,CH
Q1651318,46.20119,8.68366,9,CH
Q1652215,46.23071,7.40393,6,CH
Q1660479,46.50800,6.63000,9,CH
Q1662690,47.02741,8.28135,5,CH
Q1663690,47.33882,8.76188,5,CH
Q1672795,47.00256,7.56460,6,CH
Q1688816,46.97373,7.42814,5,CH
Q2047519,46.34279,9.58248,5,CH
Q2064298,46.95294,7.43028,6,CH
Q2082964,46.31942,7.98809,11,CH
Q2083493,46.94803,7.44231,6,CH
Q2091231,47.22110,8.90510,7,CH
Q2098914,47.38028,8.54000,6,CH
Q2103652,46.18111,6.16000,5,CH
Q2132400,46.94867,7.45232,6,CH
Q1769649,47.58208,9.08994,5,CH
Q1775001,47.36222,7.58722,6,CH
Q1775392,46.68722,7.86421,6,CH
Q1776083,47.66000,8.86000,7,CH
Q1786044,46.76815,8.67161,5,CH
Q1786069,47.56056,7.62583,9,CH
Q1820530,46.08256,7.50950,5,CH
Q1823936,47.37972,8.54500,5,CH
Q1887665,46.40611,9.70028,9,CH
Q1945652,46.48722,7.04278,7,CH
Q1948256,46.65514,6.53367,8,CH
Q1955752,46.19780,6.13731,12,CH
Q1958369,46.36770,8.04040,6,CH
Q1958399,46.40833,8.15777,5,CH
Q1959393,46.61667,10.44972,25,CH
Q1980415,46.83892,7.62607,5,CH
Q2002432,46.59274,7.10171,5,CH
Q2158929,46.45383,8.21354,7,CH
Q2167108,46.95190,7.46028,6,CH
Q2962401,46.40890,10.01970,7,CH
Q2968029,46.61757,7.05792,5,CH
Q2968060,46.47132,6.39784,9,CH
Q2968160,46.49672,6.39127,6,CH
Q2968320,46.57461,6.83733,5,CH
Q2968476,46.52718,6.62496,5,CH
Q2968608,46.52065,6.84843,5,CH
Q2968921,46.85143,6.84889,8,CH
Q2969038,46.31708,6.19194,9,CH
Q2969116,46.19426,5.99532,7,CH
Q2969752,46.71068,6.83675,5,CH
Q2970117,46.99213,6.92672,13,CH
Q2970284,47.41949,7.07240,5,CH
Q2970420,46.45868,6.34147,8,CH
Q2970439,46.24205,6.21775,5,CH
Q2970553,46.22338,7.00291,5,CH
Q2970842,46.23646,7.36695,11,CH
Q2971666,46.44736,6.89909,5,CH
Q2972597,46.51823,6.60245,8,CH
Q2982900,46.52750,6.62472,10,CH
Q2984231,46.38252,6.23883,5,CH
Q3058100,46.61667,6.23333,13,CH
Q3064551,46.43826,6.90695,6,CH
Q3075474,46.52399,6.58237,6,CH
Q3096669,47.53859,7.72410,5,CH
Q3096773,47.09864,6.82603,11,CH
Q2242245,47.67183,9.04856,5,CH
Q2243562,46.68942,7.68742,9,CH
Q2243721,47.20535,7.75348,5,CH
Q2243929,47.22338,7.54842,5,CH
Q2244076,47.16850,9.46160,9,CH
Q2245256,47.67798,8.61191,7,CH
Q2245313,46.76050,9.55812,5,CH
Q2249013,46.03225,8.87000,9,CH
Q2175245,47.47999,7.62808,6,CH
Q2175325,47.40295,7.85502,5,CH
Q2175480,46.67010,7.83236,5,CH
Q2217420,47.04956,8.30740,5,CH
Q2223079,45.85373,9.01463,5,CH
Q2240295,47.53676,7.57456,5,CH
Q2240407,46.97759,7.44329,5,CH
Q2240463,46.78720,7.50530,5,CH
Q2240497,47.14000,7.37117,6,CH
Q2240905,47.04454,7.09429,5,CH
Q2241361,46.93472,7.51528,5,CH
Q2241708,46.73779,7.65493,6,CH
Q2241751,47.04780,7.50944,6,CH
Q2242088,46.90219,7.24172,6,CH
Q2256277,46.00605,8.93990,7,CH
Q2256734,47.36683,8.54753,6,CH
Q2265861,46.49258,9.83333,5,CH
Q2273982,46.41268,8.97278,5,CH
Q2286358,47.58361,7.59000,5,CH
Q2293155,47.56034,7.57958,5,CH
Q2309428,47.61611,8.81722,9,CH
Q2321251,46.63420,9.44167,9,CH
Q2324779,46.95089,7.43706,5,CH
Q2326916,47.69887,8.63685,5,CH
Q2327288,47.50110,8.73133,5,CH
Q2333715,46.21490,6.15100,10,CH
Q2364115,47.35611,8.53500,5,CH
Q2400378,46.46150,6.84530,7,CH
Q2415961,47.42694,9.38056,6,CH
Q2499186,46.94940,7.45900,5,CH
Q3097139,47.53359,7.64789,5,CH
Q3097153,47.56194,7.83404,5,CH
Q3097320,47.42091,7.08009,8,CH
Q3097393,46.53704,6.57894,8,CH
Q3097761,47.43902,7.85148,6,CH
Q3097934,46.71240,6.37056,10,CH
Q3152229,46.20756,6.13356,8,CH
Q3152652,47.43658,8.80269,8,CH
Q3202583,46.81780,6.45940,6,CH
Q3215494,46.24861,6.84667,6,CH
Q3219698,46.51940,6.63054,5,CH
Q3221357,46.08333,7.20000,11,CH
Q2509234,46.38610,8.52660,8,CH
Q2547840,46.32998,7.67925,5,CH
Q2561402,46.20141,6.14105,9,CH
Q2749161,47.55472,7.58806,8,CH
Q2779600,46.44402,8.66313,9,CH
Q2820770,46.70099,6.92762,6,CH
Q2860411,46.52561,6.57854,6,CH
Q2885035,46.06750,6.93220,10,CH
Q2912665,47.20836,8.70745,7,CH
Q2929289,46.20452,6.13669,6,CH
Q3257758,46.20000,8.66667,8,CH
Q3264025,46.51700,6.60100,5,CH
Q3277871,47.10611,6.81583,10,CH
Q3286151,46.47544,6.85143,6,CH
Q3314907,46.93207,6.66122,6,CH
Q3329082,46.20173,6.14667,6,CH
Q3329189,47.19697,7.59645,5,CH
Q3329513,46.52350,6.63397,6,CH
Q3329523,46.51799,6.62544,6,CH
Q3329535,46.19877,6.13750,9,CH
Q3329620,46.99151,6.93540,10,CH
Q3329661,46.82094,6.50317,6,CH
Q3329765,46.51855,6.62398,8,CH
Q3330578,46.61670,7.05860,5,CH
Q3330812,46.45993,6.84136,6,CH
Q3364136,46.20600,6.16700,11,CH
Q3386486,46.28751,8.66181,9,CH
Q3397281,46.20555,6.14502,5,CH
Q3827069,46.49444,8.94111,5,CH
Q3860546,46.25700,9.03606,5,CH
Q3905095,45.87115,8.96866,5,CH
Q3641750,46.15588,8.86477,6,CH
Q3662393,46.16800,8.79338,9,CH
Q3507981,46.20278,6.14083,10,CH
Q3508052,46.51623,6.63769,8,CH
Q3527795,46.59801,6.77158,8,CH
Q3531558,47.36599,8.53766,6,CH
Q3533343,46.51101,6.74079,5,CH
Q3586061,46.46190,6.84549,6,CH
Q3600339,46.20167,8.62139,6,CH
Q3684946,46.20000,8.58333,6,CH
Q3695253,46.70000,6.46667,10,CH
Q5544215,46.72732,8.18422,6,CH
Q5682775,47.46667,9.28333,5,CH
Q5821829,46.99778,7.24111,5,CH
Q5845566,47.48812,8.90327,6,CH
Q5845601,46.31685,6.96368,9,CH
Q5845723,47.44200,9.25199,5,CH
Q5846306,47.03992,9.07157,8,CH
Q5846308,47.41183,9.25305,8,CH
Q5846782,46.92535,7.11528,8,CH
Q5846849,47.61461,8.72409,5,CH
Q5846899,46.81964,6.93988,7,CH
Q5847525,47.29948,9.08654,7,CH
Q3944695,46.12115,8.70572,5,CH
Q3945232,46.06556,8.95639,5,CH
Q3977917,46.37830,8.66400,7,CH
Q4009894,46.16479,8.63607,5,CH
Q4110467,46.67993,9.67065,6,CH
Q4240411,46.19888,6.15379,10,CH
Q4308377,47.22200,8.81488,5,CH
Q4735602,47.05791,8.31039,5,CH
Q4735626,46.95502,8.27775,7,CH
Q4753679,47.59386,8.67806,6,CH
Q4967053,46.75492,8.03894,5,CH
Q5148001,46.96611,6.86306,5,CH
Q5244338,46.77219,6.96575,5,CH
Q5503254,47.00890,9.49250,5,CH
Q14565076,46.64737,8.59031,11,CH
Q14565142,47.47871,8.30884,5,CH
Q14566740,46.47430,6.78682,5,CH
Q14630553,46.52375,6.63395,6,CH
Q14847844,46.19285,9.01320,8,CH
Q10640057,46.69767,10.08994,8,CH
Q11986956,46.56186,7.85759,5,CH
Q12174783,46.25146,7.00067,8,CH
Q12751188,46.92528,9.41306,5,CH
Q13646103,46.37280,8.05160,6,CH
Q6943587,47.06360,6.74990,5,CH
Q7236968,46.81389,7.15944,5,CH
Q7249857,46.33836,9.55669,5,CH
Q7334867,46.70386,7.89981,5,CH
Q7396779,46.87096,8.23829,5,CH
Q7513438,47.26830,8.55750,6,CH
Q7563601,46.38333,8.66667,5,CH
Q7800986,46.66388,9.57286,5,CH
Q7909249,47.01460,6.90676,5,CH
Q7930318,47.10510,6.81669,10,CH
Q7930495,47.09961,6.81705,7,CH
Q7930499,47.03119,8.39781,7,CH
Q9302266,46.92927,10.48721,6,CH
Q9315546,47.37139,8.54250,9,CH
Q15225693,46.61869,8.56679,5,CH
Q15251785,46.01972,7.74611,5,CH
Q18221786,47.04244,8.32894,6,CH
Q18410543,47.16491,8.51741,5,CH
Q18648709,47.37389,8.54528,6,CH
Q18716357,47.36995,8.54253,7,CH
Q15824332,46.51728,8.67576,5,CH
Q15837812,47.66310,8.49100,5,CH
Q15881638,46.19584,7.58522,12,CH
Q15964072,47.51060,9.43333,6,CH
Q15964154,47.19170,7.38944,5,CH
Q15964163,47.06282,7.09523,5,CH
Q15964164,47.08375,7.13515,5,CH
Q15964193,47.64417,8.91390,5,CH
Q15964194,47.67360,9.05278,5,CH
Q15964203,46.49383,6.76569,7,CH
Q15964311,46.55348,7.37486,7,CH
