qid,tier,lat,lon,radius_km,iso
Q106102209,ich_national,50.75000,3.96667,60,BE
Q106281511,ich_national,0.92950,104.41764,60,ID
Q106309171,ich_national,0.92753,104.42113,60,ID
Q120892671,ich_national,52.39456,13.06033,60,DE
Q120892788,ich_national,47.76028,11.55667,60,DE
Q120893603,ich_national,50.00108,12.08626,60,DE
Q120886974,ich_national,51.29972,12.03306,60,DE
Q120887519,ich_national,54.36871,12.72658,60,DE
Q120889504,ich_national,51.95760,9.24800,60,DE
Q120890277,ich_national,50.80472,7.68222,60,DE
Q120891431,ich_national,51.37750,10.13444,60,DE
Q120892341,ich_national,48.33250,8.88667,60,DE
Q120892401,ich_national,50.00890,11.40650,60,DE
Q120892489,ich_national,51.02694,13.35889,60,DE
Q120892605,ich_national,50.01667,10.28333,60,DE
Q120403918,ich_national,36.69647,-6.12697,60,ES
Q120403982,ich_national,36.47133,-6.19422,60,ES
Q138509892,ich_national,-13.54804,-71.23663,60,PE
Q139269590,ich_national,49.51583,24.56639,60,UA
Q139270302,ich_national,50.62037,34.97228,60,UA
Q139276269,ich_national,50.06500,31.44500,60,UA
Q139279911,ich_national,49.58561,38.39681,60,UA
Q139726750,ich_national,35.62414,135.06094,60,JP
Q139823699,ich_national,5.42380,10.13450,60,CM
Q139823909,ich_national,5.46667,10.41667,60,CM
Q9237,ich_national,4.00000,102.00000,60,EG
Q12874,ich_national,41.53330,2.45000,60,ES
Q20673,ich_national,54.58000,9.00000,60,DE
Q33282,ich_national,52.00000,11.00000,60,BE
Q59602,ich_national,-7.45303,112.71733,60,ID
Q120894836,ich_national,51.75290,10.87540,60,DE
Q120897744,ich_national,48.16667,11.13333,60,DE
Q120906739,ich_national,49.40062,12.49480,60,DE
Q120906834,ich_national,50.66670,7.83333,60,DE
Q120906955,ich_national,53.75000,12.50000,60,DE
Q120907082,ich_national,50.47687,11.15962,60,DE
Q120907324,ich_national,50.41361,12.17833,60,DE
Q120907767,ich_national,50.85000,7.96667,60,DE
Q120907832,ich_national,51.91667,10.94972,60,DE
Q120913095,ich_national,49.89167,10.89167,60,DE
Q120913145,ich_national,49.22750,8.38458,60,DE
Q120913244,ich_national,49.22101,7.84784,60,DE
Q120913286,ich_national,48.62389,8.74722,60,DE
Q120913304,ich_national,49.00000,10.00000,60,DE
Q120913327,ich_national,49.07861,11.38556,60,DE
Q120913343,ich_national,49.05020,12.57750,60,DE
Q120913370,ich_national,50.91778,8.24667,60,DE
Q120913422,ich_national,49.61417,10.28722,60,DE
Q120913497,ich_national,48.80000,9.80000,60,DE
Q120913691,ich_national,49.61417,10.28722,60,DE
Q120913734,ich_national,54.18250,7.88528,60,DE
Q120913958,ich_national,51.48278,11.96972,60,DE
Q120914212,ich_national,48.74056,9.31083,60,DE
Q120914246,ich_national,49.30000,12.20000,60,DE
Q120932523,ich_national,47.50528,10.36944,60,DE
Q120934296,ich_national,53.75000,12.50000,60,DE
Q120934831,ich_national,50.98111,11.32944,60,DE
Q120935384,ich_national,48.90080,11.17070,60,DE
Q120937207,ich_national,51.50750,11.43083,60,DE
Q120937843,ich_national,48.53778,9.04111,60,DE
Q120965017,ich_national,51.29545,12.06583,60,DE
Q120965164,ich_national,51.88000,14.16667,60,DE
Q120965224,ich_national,54.22278,13.54667,60,DE
Q120965917,ich_national,54.47004,9.51416,60,DE
Q120966003,ich_national,49.00000,12.81667,60,DE
Q121252832,ich_national,39.25000,46.25000,60,AM
Q12400241,ich_national,42.49972,-8.72489,60,ES
Q12482583,ich_national,-7.68333,110.83333,60,ID
Q12483520,ich_national,-6.88833,109.67528,60,ID
Q12489594,ich_national,-7.01667,113.86667,60,ID
Q12491347,ich_national,-7.20469,107.88759,60,ID
Q12683133,ich_national,-6.88333,112.05000,60,ID
Q12750036,ich_national,44.46030,19.28360,60,RS
Q12794628,ich_national,46.12778,13.98750,60,SI
Q12949048,ich_national,43.30080,-0.37000,60,FR
Q15895800,ich_national,40.07243,116.01419,60,CN
Q15899496,ich_national,39.91039,116.41255,60,CN
Q15904498,ich_national,31.23251,121.45659,60,CN
Q15923548,ich_national,39.56985,115.78750,60,CN
Q16034434,ich_national,44.81202,-0.54378,60,FR
Q16241452,ich_national,-7.80046,110.39128,60,ID
Q16303295,ich_national,38.61000,-1.11447,60,ES
Q16609048,ich_national,38.50528,-0.23278,60,ES
Q16630051,ich_national,38.11500,-1.29917,60,ES
Q16847884,ich_national,-0.02056,109.34139,60,ID
Q17027492,ich_national,-6.71667,111.35000,60,ID
Q17462597,ich_national,38.99556,-1.85583,60,ES
Q17632257,ich_national,42.61540,-6.41697,60,ES
Q17632299,ich_national,42.06528,-1.60667,60,ES
Q17993325,ich_national,38.44836,-2.04900,60,ES
Q18482663,ich_national,-7.58920,-35.09803,60,BR
Q18696203,ich_national,41.34472,1.69944,60,ES
Q19009993,ich_national,42.43139,-8.64389,60,ES
Q19725078,ich_national,-4.53861,120.32972,60,ID
Q19726065,ich_national,2.61667,96.08333,60,ID
Q19738844,ich_national,-0.02056,109.34139,60,ID
Q19748825,ich_national,1.05000,116.31667,60,ID
Q19748846,ich_national,2.00000,99.00000,60,ID
Q19749073,ich_national,0.92068,104.43923,60,ID
Q19926463,ich_national,50.84431,4.35598,60,BE
Q20001242,ich_national,41.53806,1.86917,60,ES
Q20014639,ich_national,41.52068,0.35163,60,ES
Q20017036,ich_national,42.06528,-1.60667,60,ES
Q20020062,ich_national,42.28333,-8.60000,60,ES
Q20021354,ich_national,37.60194,-0.98417,60,ES
Q20021409,ich_national,39.56297,-1.91197,60,ES
Q20021609,ich_national,39.46528,-5.87889,60,ES
Q20541714,ich_national,42.06361,-7.72389,60,ES
Q20542854,ich_national,42.68927,-8.64813,60,ES
Q20544324,ich_national,42.66141,-8.11098,60,ES
Q20544553,ich_national,43.20583,-8.92278,60,ES
Q20544790,ich_national,42.71572,-7.76288,60,ES
Q20545088,ich_national,42.28333,-8.60000,60,ES
Q20545124,ich_national,42.81667,-8.41667,60,ES
Q20545134,ich_national,43.23611,-7.55833,60,ES
Q20545259,ich_national,43.27917,-8.21063,60,ES
Q122030179,ich_national,51.20380,2.84705,60,BE
Q122030555,ich_national,50.79440,4.98330,60,BE
Q122030553,ich_national,50.86667,4.18333,60,BE
Q122030559,ich_national,51.00000,4.50000,60,BE
Q122030562,ich_national,51.18417,5.11556,60,BE
Q122030561,ich_national,51.00000,4.50000,60,BE
Q122030566,ich_national,51.00000,4.50000,60,BE
Q122030564,ich_national,51.22111,4.39972,60,BE
Q122030568,ich_national,51.17220,5.57940,60,BE
Q122031279,ich_national,51.39920,4.64420,60,BE
Q122339399,ich_national,36.76444,-5.46583,60,ES
Q122883967,ich_national,-1.00000,100.50000,60,ID
Q122884063,ich_national,-1.00000,100.50000,60,ID
Q123010514,ich_national,49.95122,1.77978,60,BE
Q123010515,ich_national,51.00000,4.50000,60,BE
Q123010518,ich_national,50.74720,5.44330,60,BE
Q123010516,ich_national,50.53333,5.48333,60,BE
Q123011486,ich_national,50.76667,3.86667,60,BE
Q110665659,ich_national,47.11194,14.17306,60,AT
Q110665661,ich_national,47.45000,14.00806,60,AT
Q111544384,ich_national,43.48133,-5.43346,60,ES
Q112116147,ich_national,47.57861,13.66056,60,AT
Q145840,ich_national,63.00000,32.00000,60,
Q193027,ich_national,10.50000,15.50000,60,
Q357360,ich_national,6.75000,-1.50000,60,
Q505343,ich_national,-22.77982,-45.20443,60,
Q681814,ich_national,53.21667,6.55000,60,
Q1137679,ich_national,35.84472,103.45194,60,
Q1421422,ich_national,47.31667,10.83333,60,
Q1472255,ich_national,51.84750,5.86250,60,
Q131430739,ich_national,0.91912,104.44002,60,ID
Q132463338,ich_national,32.90000,41.60000,60,IQ
Q133844315,ich_national,39.86667,-4.03333,60,ES
Q133934563,ich_national,-23.96635,-46.30875,60,BR
Q134695271,ich_national,-20.27417,-40.30583,60,BR
Q134704348,ich_national,33.37663,130.49680,60,JP
Q134704454,ich_national,33.36056,130.44111,60,JP
Q134704568,ich_national,33.22166,130.34111,60,JP
Q136699719,ich_national,-3.73333,-73.25000,60,PE
Q136827812,ich_national,45.31944,28.45056,60,UA
Q137796118,ich_national,40.78556,-7.90639,60,PT
Q124079710,ich_national,-33.38015,-56.52250,60,UY
Q124079711,ich_national,43.24220,-8.09190,60,UY
Q124079714,ich_national,-32.31758,-58.07800,60,UY
Q124079715,ich_national,-32.94332,-53.93829,60,UY
Q124079712,ich_national,-32.31758,-58.07800,60,UY
Q124079713,ich_national,-34.09944,-56.21528,60,UY
Q124209303,ich_national,41.42611,1.78500,60,ES
Q124744092,ich_national,49.25861,28.36944,60,UA
Q126683260,ich_national,47.22667,14.85889,60,AT
Q126897720,ich_national,-21.11444,55.53250,60,FR
Q126897771,ich_national,-21.11444,55.53250,60,FR
Q126897826,ich_national,-21.11444,55.53250,60,FR
Q127037926,ich_national,-6.17528,106.82694,60,ID
Q129261116,ich_national,35.85556,14.53333,60,MT
Q129261127,ich_national,36.04500,14.25889,60,MT
Q129812085,ich_national,6.07500,116.55861,60,MY
Q131311550,ich_national,-21.11444,55.53250,60,FR
Q4924455,ich_national,-6.86667,109.15000,60,
Q5479684,ich_national,61.00000,15.00000,60,
Q6038651,ich_national,3.16139,101.66361,60,
Q7311227,ich_national,0.90000,104.45000,60,
Q7377378,ich_national,0.54000,101.45000,60,
Q1721885,ich_national,33.21064,129.84903,60,
Q1855074,ich_national,5.57028,95.34078,60,
Q1865052,ich_national,51.64830,5.94440,60,
Q1925684,ich_national,52.67750,6.00556,60,
Q2108219,ich_national,47.18500,13.85556,60,
Q2120072,ich_national,53.13330,6.56670,60,
Q2140539,ich_national,51.47060,4.66110,60,
Q2198556,ich_national,51.88330,5.43330,60,
Q2367252,ich_national,3.79111,95.91667,60,
Q2425881,ich_national,51.64830,5.94440,60,
Q2682771,ich_national,52.40720,6.89940,60,
Q2699311,ich_national,52.71667,6.46667,60,
Q2742280,ich_national,51.34220,6.13640,60,
Q3181317,ich_national,41.38250,2.17690,60,
Q3181943,ich_national,-7.04266,113.29790,60,
Q3234277,ich_national,47.00000,2.00000,60,
Q3307936,ich_national,35.00160,135.74367,60,
Q3943627,ich_national,51.88330,5.43330,60,
Q4456582,ich_national,52.23790,4.47520,60,
Q4793275,ich_national,38.00000,25.00000,60,
Q4809323,ich_national,52.15222,5.00639,60,
Q12523907,ich_national,-7.20469,107.88759,60,
Q12948567,ich_national,44.83333,-0.66667,60,
Q13200231,ich_national,-6.75000,107.50000,60,
Q17164242,ich_national,31.30000,120.61944,60,
Q20683546,ich_national,51.35083,5.45972,60,
Q20991797,ich_national,50.76864,5.80944,60,
Q21004620,ich_national,51.91560,5.83780,60,
Q21029550,ich_national,47.94945,-4.34115,60,
Q21035141,ich_national,43.64000,-1.43131,60,
Q21554829,ich_national,47.44722,-2.24167,60,
Q22944244,ich_national,42.88306,-1.93556,60,
Q25469230,ich_national,-6.75000,107.50000,60,
Q56249253,ich_national,-6.53333,110.66667,60,
Q56378194,ich_national,50.84417,5.69139,60,
Q56420443,ich_national,-7.41667,-42.90000,60,
Q56551090,ich_national,49.66667,-64.50000,60,
Q56551103,ich_national,52.00000,-72.00000,60,
Q56650369,ich_national,5.75000,0.00000,60,
Q64932191,ich_national,50.86064,5.85505,60,
Q65210027,ich_national,-5.10273,105.68003,60,
Q65210670,ich_national,-6.12000,106.15028,60,
Q65211993,ich_national,-8.46000,118.72667,60,
Q67415162,ich_national,57.72972,12.90278,60,
Q110727390,ich_national,52.00000,-72.00000,60,
Q111297626,ich_national,37.48212,-3.43052,60,
Q112978608,ich_national,60.87228,15.11567,60,
Q7446149,ich_national,-6.71667,108.56667,60,
Q10324896,ich_national,-7.74000,-35.22200,60,
Q10884781,ich_national,39.92675,116.38873,60,
Q11442780,ich_national,35.62544,138.58314,60,
Q11450184,ich_national,34.36237,136.90463,60,
Q113129713,ich_national,47.15000,14.36667,60,
Q117707514,ich_national,42.98333,-0.40000,60,
Q113129783,ich_national,47.00764,12.43962,60,
Q113129787,ich_national,47.80333,13.04250,60,
Q90374203,ich_national,51.59110,5.32750,60,
Q97235200,ich_national,0.54000,101.45000,60,
Q97239327,ich_national,-7.80139,110.36444,60,
Q97375141,ich_national,-5.44083,105.25833,60,
Q120648586,ich_national,49.98444,29.25139,60,
Q120648815,ich_national,48.21389,23.32861,60,
Q121483583,ich_national,46.48275,30.20139,60,
Q123909951,ich_national,59.24722,17.86028,60,
Q123909953,ich_national,59.77723,15.28588,60,
Q124020996,ich_national,-0.11764,34.54064,60,
Q124063944,ich_national,48.13333,37.75000,60,
Q129307715,ich_national,3.75000,102.50000,60,
Q130525133,ich_national,49.66667,-64.50000,60,
Q134444895,ich_national,49.73000,23.61111,60,
Q138049899,ich_national,46.61050,14.54362,60,
Q138089640,ich_national,47.66667,14.80000,60,
Q138090465,ich_national,48.20833,16.37250,60,
Q138357269,ich_national,41.55556,2.10278,60,
Q138511210,ich_national,-14.69395,-74.12413,60,
Q138917608,ich_national,51.34000,32.06000,60,
Q138918229,ich_national,48.00100,24.81906,60,
Q139269386,ich_national,49.89972,24.16417,60,
Q139269468,ich_national,49.19722,28.58333,60,
Q139270254,ich_national,48.46985,34.73763,60,
Q139276936,ich_national,50.48333,24.28333,60,
Q139277446,ich_national,47.40000,32.45000,60,
Q139277934,ich_national,49.18848,23.76530,60,
Q139278334,ich_national,47.43000,31.80000,60,
Q139279375,ich_national,49.82333,24.51667,60,
Q139279427,ich_national,50.98953,29.77261,60,
Q139282995,ich_national,48.28000,26.01000,60,
Q139283467,ich_national,49.58306,38.16889,60,
Q139283757,ich_national,49.51667,38.71667,60,
Q139284387,ich_national,47.48486,37.93348,60,
Q139284928,ich_national,48.28000,26.01000,60,
Q139287945,ich_national,48.65820,24.50475,60,
Q139383842,ich_national,50.37011,33.99529,60,
Q139413840,ich_national,49.29250,31.45806,60,
Q139547081,ich_national,48.73226,25.85858,60,
Q140528708,ich_national,49.19194,39.83667,60,
Q23832,ich_national,31.23250,121.46917,60,
