id,lat,lon,kind,weight,tag
osm-way-1046170584,-26.21980,-58.19131,A7,0.6,natural=wetland
osm-way-1034266848,-26.21736,-58.18719,A7,0.6,natural=wetland
osm-way-1046173260,-26.21762,-58.19132,A7,0.6,natural=wetland
osm-way-1046173262,-26.21163,-58.18851,A7,0.6,natural=wetland
osm-way-1046173263,-26.21184,-58.18762,A7,0.6,natural=wetland
osm-way-1052680459,-26.20887,-58.19411,A7,0.6,natural=wetland
osm-way-1052680460,-26.20891,-58.19156,A7,0.6,natural=wetland
osm-way-1293477875,-26.21292,-58.19289,A7,0.6,natural=wetland
osm-way-1032622147,-26.21308,-58.17625,A7,0.6,natural=wetland
osm-way-1036889665,-26.21960,-58.17663,A3,0.9,natural=beach
osm-way-1034267937,-26.20999,-58.17675,A7,0.6,natural=wetland
osm-way-1043771615,-26.20536,-58.17377,A7,0.6,natural=wetland
osm-way-1043771616,-26.20607,-58.17526,A7,0.6,natural=wetland
osm-way-1049582981,-26.19884,-58.17213,A7,0.6,natural=wetland
osm-way-1154610136,-26.22291,-58.16123,A7,0.6,natural=wetland
osm-way-1069691195,-26.22050,-58.16343,A7,0.6,natural=wetland
osm-way-1069691196,-26.21947,-58.16141,A7,0.6,natural=wetland
osm-way-1146791758,-26.21523,-58.16403,A7,0.6,natural=wetland
osm-way-1154610135,-26.22223,-58.16166,A7,0.6,natural=wetland
