country,place,kind,lat,lon,score,on printed map,printed rank,archetypes,whs,sources
Spain,Sevilla,settlement,37.3828,-5.9732,90,yes,6.0,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Segovia,settlement,40.9481,-4.1184,89,no,,"A9, A11",2,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Burgos,settlement,42.3411,-3.7018,88,yes,2.0,"A11, A2",2,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Córdoba,settlement,37.8916,-4.7728,87,yes,5.0,"A11, A2",2,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Zaragoza,settlement,41.6561,-0.8773,86,yes,8.0,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Valencia,settlement,39.4739,-0.3797,85,yes,7.0,"A11, A12",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Toledo,settlement,39.8581,-4.0226,85,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,A Coruña,settlement,43.3713,-8.396,80,yes,10.0,"A10, A11",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Santiago de Compostela,settlement,42.8805,-8.5457,80,no,,"A10, A11",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Ourense,settlement,42.3367,-7.8641,78,yes,18.0,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Lugo,settlement,43.0099,-7.556,78,no,,"A10, A11",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Granada,settlement,37.1882,-3.6067,78,yes,11.0,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Ponferrada,settlement,42.5466,-6.5962,78,yes,9.0,"A10, A9, A11",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Logroño,settlement,42.4661,-2.4512,77,no,,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Realejo Alto,settlement,28.3764,-16.5858,76,yes,3.0,A9,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Aranda de Duero,settlement,41.6704,-3.6892,76,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Badajoz,settlement,38.8779,-6.9706,73,yes,12.0,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Torrelavega,settlement,43.3494,-4.0479,72,yes,17.0,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Pamplona,settlement,42.8169,-1.6432,72,yes,14.0,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Palma,settlement,39.5694,2.6502,71,yes,16.0,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Huesca,settlement,42.1362,-0.4087,71,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Monforte de Lemos,settlement,42.5217,-7.5142,71,no,,"A10, A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Bilbao,settlement,43.2627,-2.9253,70,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Miranda de Ebro,settlement,42.6865,-2.947,70,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Ibiza,settlement,38.9088,1.433,68,yes,13.0,"A11, A9",2,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Valladolid,settlement,41.6554,-4.7235,68,yes,23.0,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Olot,settlement,42.181,2.4901,67,no,,"A10, A11",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Figueres,settlement,42.2664,2.9616,67,yes,21.0,"A10, A11, A9",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Carballo,settlement,43.213,-8.691,67,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Inca,settlement,39.7211,2.9109,67,no,,"A10, A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Gijón,settlement,43.5357,-5.6615,67,yes,20.0,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Catalan Romanesque Churches of the Vall de Boí,site,42.4431,0.7455,67,yes,15.0,A11,1,"cuisine, osm, unesco-whs, wikidata"
Spain,Salamanca,settlement,40.9688,-5.6639,66,yes,19.0,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Almería,settlement,36.8381,-2.4597,65,yes,24.0,"A9, A11",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Gasteiz / Vitoria,settlement,42.85,-2.6727,64,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Alcalá de Henares,settlement,40.4821,-3.36,64,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Oviedo,settlement,43.3603,-5.8448,63,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Málaga,settlement,36.7202,-4.4203,63,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Pontevedra,settlement,42.431,-8.6443,63,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Viveiro,settlement,43.6623,-7.5934,61,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Martorell,settlement,41.474,1.9306,61,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Manacor,settlement,39.5696,3.2096,61,no,,"A10, A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Guía de Isora,settlement,28.2115,-16.7795,61,no,,"A11, A9",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Maó,settlement,39.8885,4.2658,61,yes,22.0,"A11, A9",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Lleida,settlement,41.6167,0.6222,61,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Silla,settlement,39.3626,-0.4117,61,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Parla,settlement,40.236,-3.7675,60,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Villaviciosa de Odón,settlement,40.3581,-3.9043,60,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Donostia / San Sebastián,settlement,43.3128,-1.975,60,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Requena,settlement,39.4883,-1.1004,60,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Santander,settlement,43.4659,-3.8049,60,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Castelldefels,settlement,41.2779,1.9703,59,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Girona,settlement,41.9831,2.8249,59,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Almonte,settlement,37.2647,-6.5167,59,no,,"A11, A10, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Sanlúcar de Barrameda,settlement,36.7781,-6.3515,59,no,,"A9, A11",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Getxo,settlement,43.3569,-3.0115,59,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Tarragona,settlement,41.1191,1.2454,59,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Sama,settlement,43.2957,-5.6842,58,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Ferrol,settlement,43.4845,-8.2329,58,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Barbastro,settlement,42.0356,0.1269,58,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Alcañiz,settlement,41.05,-0.1333,57,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Ávila,settlement,40.6572,-4.6995,57,no,,"A9, A11",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Boiro,settlement,42.6472,-8.8846,57,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Vigo,settlement,42.2328,-8.7226,57,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Alicante,settlement,38.3452,-0.4815,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Cuenca,settlement,40.0667,-2.1333,57,yes,25.0,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Valls,settlement,41.2861,1.2499,57,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Torrejón de Ardoz,settlement,40.4554,-3.4697,57,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,León,settlement,42.6,-5.5703,56,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Béjar,settlement,40.3864,-5.7634,56,no,,"A11, A10, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Albacete,settlement,38.9942,-1.8564,56,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Narón,settlement,43.5018,-8.1908,56,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Guadalajara,settlement,40.6286,-3.1618,56,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Tomelloso,settlement,39.1576,-3.0216,55,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Palencia,settlement,42.0095,-4.5241,55,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Mieres,settlement,43.25,-5.7667,55,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Colmenar Viejo,settlement,40.6591,-3.7676,55,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Berga,settlement,42.1043,1.8463,55,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Terrassa,settlement,41.5667,2.0167,55,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Mérida,settlement,38.918,-6.3429,55,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Teruel,settlement,40.3456,-1.1065,55,no,,"A10, A11, A9",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Manresa,settlement,41.7281,1.824,54,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Torrevieja,settlement,37.9787,-0.6822,54,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Talavera de la Reina,settlement,39.9635,-4.8308,53,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Balaguer,settlement,41.7912,0.8109,53,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Jerez de la Frontera,settlement,36.6865,-6.1361,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Reus,settlement,41.1561,1.1069,53,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Pozoblanco,settlement,38.3791,-4.8483,53,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Las Palmas de Gran Canaria,settlement,28.1018,-15.4157,53,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Avilés,settlement,43.5547,-5.9248,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Calatayud,settlement,41.3535,-1.6432,53,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Elche,settlement,38.2622,-0.7011,52,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Níjar,settlement,36.9665,-2.206,51,no,,"A11, A10, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Zamora,settlement,41.5063,-5.7446,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Zafra,settlement,38.4254,-6.4173,51,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Roses,settlement,42.262,3.1769,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Tudela,settlement,42.0617,-1.6045,51,no,,"A11, A10, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Collado-Villalba,settlement,40.6351,-4.0049,51,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Irun,settlement,43.339,-1.7894,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Llucmajor,settlement,39.4909,2.8911,51,no,,"A10, A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Soria,settlement,41.764,-2.4688,50,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Xàtiva,settlement,38.9904,-0.5185,50,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Úbeda,settlement,38.0133,-3.3705,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Murcia,settlement,37.987,-1.13,50,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Vilanova i la Geltrú,settlement,41.2239,1.7251,50,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,La Laguna,settlement,28.4853,-16.3201,49,no,,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Castro-Urdiales,settlement,43.3828,-3.2204,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Alcoy,settlement,38.7054,-0.4743,49,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Motril,settlement,36.7507,-3.5179,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Camargo,settlement,43.4074,-3.885,49,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Cáceres,settlement,39.4765,-6.3722,48,no,,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Villanueva del Pardillo,settlement,40.4901,-3.9638,48,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Antequera,settlement,37.0194,-4.5612,48,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Campo de Criptana,settlement,39.4046,-3.1249,48,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Campiña,settlement,38.219,-2.9807,48,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Teo,settlement,42.795,-8.548,47,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Vilafranca del Penedès,settlement,41.3462,1.6971,47,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Ponteareas,settlement,42.1748,-8.504,47,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Benavente,settlement,42.0025,-5.6783,47,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Laudio / Llodio,settlement,43.1432,-2.962,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Melilla,settlement,35.2937,-2.9383,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Picos de Europa,site,43.1952,-4.869,46,no,,"A9, A11",0,"osm, wdpa, wikidata"
Spain,Rivas-Vaciamadrid,settlement,40.3261,-3.5109,46,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Caldes de Montbui,settlement,41.6333,2.1667,46,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Granollers,settlement,41.608,2.2877,46,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Felanitx,settlement,39.4696,3.1483,46,no,,"A11, A10, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Denia,settlement,38.8408,0.1057,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Lalín,settlement,42.6609,-8.1128,46,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Los Llanos de Aridane,settlement,28.6585,-17.9182,46,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Medina del Campo,settlement,41.3124,-4.9141,45,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Guadix,settlement,37.2993,-3.1392,45,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Sierra Pelada y Rivera del Aserrador,site,37.8625,-7.0749,45,no,,"A9, A11",0,"osm, wdpa, wikidata"
Spain,Huercal-Overa,settlement,37.3892,-1.943,44,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,La Felguera,settlement,43.3075,-5.6909,44,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
Spain,Premià de Mar,settlement,41.4921,2.3652,44,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Cadiz,settlement,36.5267,-6.2891,44,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Jaén,settlement,37.7692,-3.7903,44,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Vic,settlement,41.9301,2.2549,44,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Cehegín,settlement,38.0924,-1.7985,44,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Aranjuez,settlement,40.0311,-3.6025,44,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Castelló de la Plana,settlement,39.9857,-0.0493,44,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Calahorra,settlement,42.3051,-1.9652,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Yaiza,settlement,28.9568,-13.7653,43,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Zarautz,settlement,43.2844,-2.1699,43,no,,"A11, A10",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Tortosa,settlement,40.8125,0.5216,43,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
Spain,Lorca,settlement,37.6712,-1.7017,43,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Eibar,settlement,43.1849,-2.4716,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Tarancón,settlement,40.0085,-3.0073,42,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Elda,settlement,38.4778,-0.7916,42,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Ronda,settlement,36.7423,-5.1671,42,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Benicàssim,settlement,40.05,0.0667,42,no,,"A11, A10, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Onda,settlement,39.965,-0.2604,42,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Navalcarnero,settlement,40.2891,-4.012,41,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Baeza,settlement,37.9938,-3.471,41,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Benicarló,settlement,40.4165,0.4271,41,no,,"A10, A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Cambrils,settlement,41.07,1.0595,40,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Andújar,settlement,38.0392,-4.0508,40,no,,"A11, A10",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Jumilla,settlement,38.4792,-1.325,40,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Gandia,settlement,38.9667,-0.1833,40,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Alcázar de San Juan,settlement,39.3901,-3.2083,40,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Villanueva de la Serena,settlement,38.9766,-5.7974,40,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Novelda,settlement,38.3848,-0.7677,40,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Galapagar,settlement,40.5783,-4.0043,40,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Orihuela,settlement,38.0848,-0.944,39,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Caravaca,settlement,38.1056,-1.8634,39,no,,"A11, A10, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Cartagena,settlement,37.602,-0.984,39,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,La Línea de la Concepción,settlement,36.1681,-5.3478,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Benidorm,settlement,38.5382,-0.131,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Plasencia,settlement,40.0312,-6.0884,38,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Algete,settlement,40.5971,-3.4974,38,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Santa Cruz de Tenerife,settlement,28.4682,-16.2546,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Tàrrega,settlement,41.647,1.1396,38,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,San Lorenzo de El Escorial,settlement,40.5914,-4.1474,38,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Tolosa,settlement,43.1348,-2.078,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Sagunto,settlement,39.6833,-0.2667,38,no,,"A9, A11",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Villarrobledo,settlement,39.2699,-2.6012,38,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Q58096740,site,41.0597,-2.5789,37,no,,"A10, A11",0,"cuisine, osm, wikidata"
Spain,Tui,settlement,42.0471,-8.6443,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Palafrugell,settlement,41.9174,3.1631,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Vélez-Málaga,settlement,36.7811,-4.1027,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Calafell,settlement,41.2,1.5683,37,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Tres Cantos,settlement,40.6009,-3.7081,37,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Navalmoral de la Mata,settlement,39.8916,-5.5406,37,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Spain,Calp,settlement,38.6447,0.0445,37,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Tavernes de la Valldigna,settlement,39.072,-0.2662,37,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,San Martín de la Vega,settlement,40.2073,-3.5706,36,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Sanxenxo,settlement,42.4,-8.807,36,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Lora del Río,settlement,37.659,-5.5275,36,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Loja,settlement,37.1689,-4.1513,36,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Burriana,settlement,39.889,-0.085,36,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Mogán,settlement,27.8838,-15.7254,36,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Arrasate / Mondragón,settlement,43.0644,-2.4898,36,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Illescas,settlement,40.1221,-3.847,35,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Bermeo,settlement,43.4209,-2.7215,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Huelva,settlement,37.2664,-6.94,35,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Torre-Pacheco,settlement,37.7429,-0.954,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Gáldar,settlement,28.147,-15.6502,35,no,,"A11, A9",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Spain,Alhama de Murcia,settlement,37.851,-1.4251,35,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Santa Cruz de la Palma,settlement,28.6835,-17.7642,35,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Torrelodones,settlement,40.5765,-3.9266,35,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Daimiel,settlement,39.07,-3.615,35,no,,"A11, A10, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Ribarroja del Turia,settlement,39.5459,-0.5707,35,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Cieza,settlement,38.24,-1.4199,35,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Spain,Vilagarcía de Arousa,settlement,42.5963,-8.7643,34,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Alzira,settlement,39.15,-0.4333,34,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Ejea de los Caballeros,settlement,42.1263,-1.1372,34,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Teguise,settlement,29.0605,-13.564,34,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Barbate,settlement,36.1924,-5.9219,33,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Alcúdia,settlement,39.8532,3.1214,33,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Guardamar del Segura,settlement,38.0903,-0.6556,33,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Spain,Grao de Murviedro,settlement,39.6417,-0.2389,31,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,A Estrada,settlement,42.6891,-8.4884,31,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Águilas,settlement,37.4063,-1.5829,31,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Calvià,settlement,39.5657,2.5062,31,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
Spain,Atarfe,settlement,37.2248,-3.6869,30,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Arganda,settlement,40.3008,-3.4372,30,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Arroyomolinos,settlement,40.2695,-3.9195,30,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Coria del Río,settlement,37.2877,-6.0541,30,no,,"A11, A10",0,"ghsl-ucdb, osm, wdpa, wikidata"
Spain,Monzón,settlement,41.9108,0.1941,30,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
Spain,Piera,settlement,41.5223,1.7508,30,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Spain,Igualada,settlement,41.581,1.6172,30,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
